Ohira Shuzo,1930,Japanese,Nihon Ki-in,162,,,2,,,,2,2,4,1,4,10,5,8,10,,3,5,2,5,4,8,14,4,1,6,2,,,3,3,5,2,8,9,5,13,3,3,,4,1,1,,,,,,,,,,,,,
On So-chin,1986,Korean,5d in 1998,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,26,19,8,1
Otake Hideo,1942,Japanese,Nishimura Keiji is his pupil.,534,,,,3,,,,4,4,4,3,9,7,6,5,11,11,13,8,11,14,17,11,10,19,9,17,15,16,21,18,17,15,16,13,20,22,16,20,19,14,11,10,8,4,12,7,11,4,5,3,7,7,1,4,2
Oya Koichi,1966,Japanese,"9d in 2001, Nihon Ki-in",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,2,,2,4,1,2,1,3,,5,5,1,5,1,1,4,,3,5,1,1,1
Paek Hong-seok,1986,Korean,9d in 2011,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,7,7,13,20,22,12
Paek Seong-ho,1956,Korean,9d in 1994,75,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,2,5,5,4,4,2,4,9,7,11,3,1,2,1,1,2,,4,,2,,2,,1,1,
Pak Cheong-sang,1984,Korean,9d in 2006,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,7,11,9,26,15,26,9
Pak Chi-eun,1983,Korean,"9d in 2008, Also Park Shiun",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,6,11,5,5,12,6,9,9,1
Pak Yeong-hun,1985,Korean,9d in 2004,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,3,10,21,24,13,39,25,28,27,24
Peng Jinghua,1960,Taiwanese,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,1,3,1,3,,,2,9,3,,,3,,1,1,2,6,11,4,,
Peng Quan,1985,Chinese,7d in 2006,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,3,20,10,15,12,3,26,16,16,18
Piao Wenyao,1988,Chinese,9d in 2011,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,25,34,31,27
Qian Yuping,1966,Chinese,,137,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,4,6,5,10,5,8,7,20,25,15,1,7,11,5,5,,,,,,,,,,,,,
Qiu Jun,1982,Chinese,9d in 2011,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,10,12,8,19,6,11,10,7,15,14,21,21
Rin Kaiho,1942,Chinese,"Played in Japan, brought over by Go Seigen. also known as Lin Haifeng, His pupils are Cho U, Rin Kanketsu, Rin Shien, and Fu KoBai.",707,,1,,1,,,2,3,4,10,4,8,13,16,10,11,7,14,12,17,16,16,16,16,14,20,19,14,18,17,20,15,21,16,17,29,30,22,20,22,25,15,17,18,10,9,8,17,17,11,13,11,10,6,4,5
Ruan Yunsheng,1955,Chinese,7d in 1989,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,5,4,,,3,5,11,3,8,7,7,7,3,2,2,,,1,,,,,,,
Rui Naiwei,1963,Chinese,"now living in Korea, having lived in Japan and California. Learned under Go Seigen.",266,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,3,,5,3,3,7,9,6,7,5,,4,2,6,8,15,10,8,15,32,20,12,17,13,8,21,13,10,2
Ryu Chae-hyeong,1977,Korean,9d in 2010,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,1,1,3,6,3,4,12,5,5,6,1,,
Ryu Shikun,1971,Korean,affiliated with Nihon Ki-in,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,9,4,3,8,10,28,21,20,8,24,18,16,19,6,5,7,5,8,4
Sakai Hideyuki,1973,Japanese,long amateur career,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,1,3,,,,,1,2,1,1,3,1,3,4,5,9,7,14,5,11,9
Sakata Eio,1920,Japanese,"9d in 1955, teacher was Masubuchi Tatsuko.  Called inventor of myushi.",551,8,9,7,11,13,13,18,26,15,18,15,17,21,16,19,18,20,9,14,15,18,16,18,19,21,23,19,15,14,14,12,3,4,12,6,9,9,6,3,1,1,1,1,1,1,2,,,,,,,,,,
Seo Neung-uk,1958,Korean,9d in 1990,177,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,4,15,19,19,15,8,6,11,8,7,10,9,8,4,2,4,3,7,7,2,3,,,,,
Seo Pong-su,1953,Korean,9d in 1986,582,,,,,,,,,,,,,,,,,,,3,2,2,2,5,5,1,4,6,8,13,10,19,34,36,31,33,35,35,24,32,40,24,28,20,25,10,15,23,15,10,11,7,3,5,,4,2
Shao Weigang,1973,Chinese,,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,7,2,17,15,8,23,14,23,22,9,18,14,5,8,17,3,13,11,18,14
Shao Zhenzhong,1958,Chinese,9d in 1995,82,,,,,,,,,,,,,,,,,,,,,,,1,,1,,2,3,3,5,1,11,9,2,7,5,1,1,5,3,2,9,4,2,5,,,,,,,,,,,
Shi Yue,1991,Chinese,5d in 2010,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,12,22,21
Shimamura Toshihiro,1912,Japanese,"9d in 1960, His pupils were Hane Yasumasa, Yamashiro Hiroshi, Nakano Hironari, Imamura Yoshiaki, Shimamura Michiro, Shigeno Yuki, and Matsumoto Nayoko. ",137,4,13,11,7,6,3,3,8,6,6,6,4,3,2,3,5,1,5,8,6,1,2,2,9,3,4,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiraishi Yutaka,1941,Japanese,9d in 1973,75,,,,,,,,,,1,,,,1,,,,,,1,1,,5,5,6,4,6,7,,5,5,3,4,7,2,1,1,2,2,2,1,,,,,,1,,,,1,1,,,,
So Yokoku,1979,Chinese,"8d in 2005, plays in Nihon Ki-in.",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,3,5,5,,7,7,14,11,14,7,7
Song T'ae-kon,1986,Korean,9d in 2008,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,13,22,25,16,15,8,10,3
Song Xuelin,1962,Chinese,9d in 1998,83,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,2,4,,6,9,4,2,4,4,,4,,2,8,8,5,8,4,2,2,,2,1,,,,,
Sonoda Yuichi,1952,Japanese,9d in 1978,108,,,,,,,,,,,,,,,,,,,,,2,,2,4,3,,,3,3,8,5,2,7,8,5,3,5,4,2,1,1,4,2,3,6,5,2,3,6,,3,,3,2,,1
Sugiuchi Masao,1920,Japanese,"9d in 1959, married to Sugiuchi Kazuko.",116,7,6,6,7,6,3,5,8,6,5,3,4,1,1,,1,2,,2,5,7,,7,2,2,3,1,,4,1,3,3,3,,1,,,,,,,,,,,,1,,,,,,,,,
Takagawa Shukaku,1915,Japanese,9d in 1960,360,4,10,16,13,17,22,18,18,15,21,17,19,20,14,15,18,22,13,13,11,11,14,12,,,,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Takagi Shoichi,1943,Japanese,"9d in 1981, Takagi is a pupil of Nakagawa Shinji. ",98,,,,,,,,,,,1,,,,1,1,1,2,1,3,5,6,2,4,3,3,1,2,3,4,8,6,9,7,6,5,3,,,,1,,,1,,,2,1,,,4,,,1,1,
Takao Shinji,1976,Japanese,9d in 2005,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,4,4,1,,5,,4,9,20,6,13,18,15,15,27,23,28,21
Takemiya Masaki,1951,Japanese,"9d in 1977, inventor of “cosmic style” of play, as well as sanrensei.",520,,,,,,,,,,,,,2,1,4,6,5,7,3,5,17,10,8,13,11,8,13,14,15,10,13,20,13,18,36,30,28,12,19,18,16,12,13,14,13,12,11,9,10,5,1,5,13,8,14,5
Tono Hiroaki,1939,Japanese,9d in 1970,87,,,,,,1,2,,,1,,3,1,1,1,1,1,6,1,,2,1,1,4,1,1,3,3,4,7,1,3,3,1,,2,1,1,3,5,2,,,4,5,5,4,1,,,,,,,,
Tuo Jiaxi,1991,Chinese,3d in 2005,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,18,18,21
Wang Guanjun,1963,Chinese,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,3,1,2,6,3,9,5,10,5,7,8,1,,1,,,,,,,,
Wang Jianhong,1963,Chinese,9d in 1996,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,12,2,3,7,8,4,14,7,13,9,22,12,4,4,,1,5,,,,,,,1,
Wang Lei Jr.,1986,Chinese,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,4,1,10,6,10,14,13,21
Wang Lei Sr.,1977,Chinese,"8d in 1999, A pupil of Nie Weiping. ",258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,6,5,7,27,16,27,11,12,25,16,15,14,14,15,13,20,10
Wang Qun,1957,Chinese,8d in 1986,142,,,,,,,,,,,,,,,,,,,,,,,1,,2,1,2,,,6,1,5,9,6,2,10,12,9,6,8,6,16,16,9,4,1,3,5,2,,,,,,,
Wang Xi,1984,Chinese,9d in 2006,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,16,5,12,13,12,25,25,24,18
Wang Yang,??,Chinese,5d in 2002,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,,,17,11,4,,3,3,6,3,
Wang Yao,1983,Chinese,6d in 2004,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,2,2,2,13,4,14,5,3,21,20,26,17
Wang Yuan,1960,Chinese,8d in 1995,54,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,3,2,4,,,1,3,2,5,4,4,5,8,5,3,1,1,1,,,,,,,,,
Wang Yuhui,1976,Chinese,7d in 2000,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,14,16,4,6,16,5,15,7,5,17,5,17,17
Weon Seong-chin,1985,Korean,9d in 2007,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,8,7,5,12,13,16,19,20,25,15
Wu Songsheng,1945,Chinese,9d in 1982,52,,,,,,,,,1,5,3,,2,,,,,,1,2,,1,2,4,7,1,3,1,,,,,,,1,,1,4,1,3,3,1,,,,2,3,,,,,,,,,
Wu Zhaoyi,1965,Chinese,9d in 1996,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,7,5,13,10,13,11,14,12,14,6,2,3,3,1,,,,1,,1,
Xiao Zhenghao,1988,Taiwanese,6d in 2008,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,10,12,22,4,4
Xie He,1984,Chinese,9d in 2012,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,7,17,2,17,9,15,26,14,35,22
Yamabe Toshiro,1926,Japanese,"9d in 1963, one of the Three Crows (together with Fujisawa Hideyuki and Suzuki Keizo)",139,3,,1,4,3,4,7,2,4,3,10,7,6,11,8,1,3,4,2,3,7,6,8,8,1,,9,9,2,,,2,,,,,,1,,,,,,,,,,,,,,,,,,
Yamada Kimio,1972,Japanese,9d in 2006,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,3,2,9,5,9,16,9,16,9,9,8,11,19,15,22,17,17,19
Yamashiro Hiroshi,1958,Japanese,"9d in 1985, Miyagawa Fumihiko is his pupil",268,,,,,,,,,,,,,,,,,,,1,1,,,,2,5,7,4,4,9,12,10,10,20,24,13,11,8,10,18,13,11,11,2,4,7,2,6,2,4,4,3,9,5,7,8,1
Yamashita Keigo,1978,Japanese,"9d in 2003, attended go school run by Kikuchi Yasuro. ",279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,1,1,2,9,14,24,17,17,22,37,30,30,27,23,21
Yang Chae-ho,1963,Korean,"also written Yang Jaeho, and called Ryo Saigo",230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,9,19,7,12,9,19,20,21,18,18,8,6,5,12,13,4,4,5,2,5,1,3,1
Yang Hui,1963,Chinese,8d in 1991,125,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,4,3,1,8,2,1,3,9,10,11,10,18,3,6,8,7,6,2,2,7,,,,,,,,
Yang Shihai,1971,Chinese,"8d in 1997, yangshihai on kgs",89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,2,8,2,,14,16,9,11,6,2,5,2,1,1,,1,,1,
Yang Yi,1984,Chinese,5d by 2006,66,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,2,,2,15,7,9,3,,2,12,6,5
Ye Gui,1974,Chinese,5d in 1989,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,5,2,2,4,9,2,6,1,2,4,3,1,2,1,2,6,,
Yi Ch'ang-ho,1975,Korean,"Also written Lee Changho, pupil of Cho HunHyun, considered one of the strongest in the world in the 90's and 00's.",800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,35,35,36,46,44,40,42,49,41,34,30,37,24,34,32,34,37,41,45,36,35
Yi Cheong-u,1981,Korean,5d in 2005,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,2,1,1,,,2,10,6,8,11,10
Yi Heui-seong,1982,Korean,9d in 2011,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,4,8,1,3,11,7,13,11,3,1
Yi Sang-hun Jr.,1973,Korean,"Elder brother of Yi Se-tol, also goes by Lee SangHoon",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,7,3,,,1,5,8,6,2,4,4,2,,2,6,
Yi Sang-hun Sr.,1975,Korean,no apparent information – difficult to distinguish between father and the two sons. Could be that yi sang-hun sr. and yi se-tol are the same person??,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,2,4,4,3,6,4,9,4,3,4,3,,,
Yi Se-tol,1975,Korean,"9d in 2003, also known as Lee Sedol",357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,26,29,36,27,26,28,40,48,57,21
Yi Seong-chae,1977,Korean,5d in 1998,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,2,11,16,8,5,5,2,,,2,3,7,3,1
Yi Yeong-ku,1987,Korean,"9d in 2011, also transliterated as Lee Yeongkyu , Lee Youngkyu, or Lee Younggu",118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,9,9,16,20,20,21,19
Yo Kagen,1970,Taiwanese,moved to Japan in 1982,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,3,4,,1,1,6,4,10,9,5,,3,7,5,,,,2,2,1,1
Yoda Norimoto,1966,Japanese,9 dan in 1993,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,4,5,6,12,10,19,18,21,17,23,17,4,27,21,28,23,23,17,17,27,27,26,23,30,23,18
Yoshida Mika,1971,Japanese,"8d, pupil of Mizuno Hiroshi",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,3,7,1,3,4,4,5,4,1,2,3,2,1,2,2,1,2,2
Yu Bin,1967,Chinese,,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,7,1,9,14,20,21,18,20,20,15,27,26,16,21,10,20,12,20,23,13,19,24,17,17,14
Yu Ch'ang-hyeok,1966,Korean,9 dan in 1996,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,15,16,8,8,19,21,19,35,30,34,42,22,20,22,32,38,31,17,33,18,11,7,11,5
Yu Ping,1974,Chinese,6 dan in 1998,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,2,2,1,,8,8,17,8,2,1,3,6,9,5,,1,1,,
Yuki Satoshi,1972,Japanese,"9d in 1997, Kansai Ki-in, youngest to reach 1000 wins in Japan",202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,4,4,11,5,4,11,8,12,5,12,5,,8,5,7,13,9,20,16,12,16,13
Yun Chun-sang,1987,Korean,"9d in 2011, student of Kweon Kap-yong",108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,8,12,15,25,20,11,13
Yun Hyeon-seok,1974,Korean,8d in 2005,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,6,,,2,2,1,7,3,5,4,5,4,3,2,,
Yun Ki-hyeon,1942,Korean,9d in 1987,96,,,,,,,,,,2,3,,2,2,,,,2,5,3,2,1,2,4,,2,,,,,1,3,12,9,7,2,5,5,1,2,3,1,3,3,,1,1,3,,,2,,2,,,
Yun Seong-hyeon,1975,Korean,9d in 2004,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,9,10,5,,2,3,4,1,6,7,9,3,2,9,6,1,5
Zhang Li,1987,Chinese,5d in 2009,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,12,8,17,13
Zhang Wendong,1969,Chinese,,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,10,13,18,20,21,12,26,13,10,12,2,6,14,22,13,1,2,10,1,1,1
Zhang Xuan,1968,Chinese,female; 8d in 1997,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,3,4,5,11,12,3,,3,,,11,16,14,3,7,6,5,6,4,4,5,1,1,2
Zhang Xuebin,1985,Chinese,4d according to gobase,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,7,8,,7,13,6,3
Zheng Hong,1968,Chinese,9d in 1996,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,7,11,10,7,8,17,15,16,15,,1,6,,3,,,2,1,2,
Zhou Heyang,1976,Chinese,,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,5,8,9,17,24,14,14,25,23,12,18,20,19,23,16,28,23
Zhou Junxun,1980,Taiwanese,"9d in 1998, has played against computers recently",126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,7,6,,5,7,3,10,13,13,23,12,5,3
Zhou Ruiyang,1991,Chinese,"5d in 2007, didn't study under a particular master or go school.",112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,7,21,30,26,23
Zhu Yuanhao,1990,Chinese,3d in 2005,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,13,14,17,16
Zou Junjie,1980,Chinese,5d in 2000,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,11,4,4,11,8,,7,2,12,9,4,1
